year,category,motivation,prizeShare,laureateID,fullName,gender,born,bornCountry,bornCity,died,diedCountry,diedCity,organizationName,organizationCountry,organizationCity
2011,peace,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,3,869,Ellen Johnson Sirleaf,female,29-10-1938,Liberia,Monrovia,0000-00-00,,,,,
2011,literature,because through his condensed translucent images he gives us fresh access to reality,1,868,Tomas Transtromer,male,15-04-1931,Sweden,Stockholm,3/26/2015,Sweden,Stockholm,,,
2011,chemistry,for the discovery of quasicrystals,1,867,Dan Shechtman,male,24-01-1941,Israel,Tel Aviv,0000-00-00,,,Technion - Israel Institute of Technology,Israel,Haifa
2011,physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,4,866,Adam G. Riess,male,16-12-1969,USA,Washington D.C.,0000-00-00,,,Johns Hopkins University,USA,Baltimore MD
2011,physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,4,865,Brian P. Schmidt,male,24-02-1967,USA,Missoula MT,0000-00-00,,,Australian National University,Australia,Weston Creek
2011,physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,2,864,Saul Perlmutter,male,1959-00-00,USA,Champaign Urbana IL,0000-00-00,,,Lawrence Berkeley National Laboratory,USA,Berkeley CA
2011,medicine,for his discovery of the dendritic cell and its role in adaptive immunity,2,863,Ralph M. Steinman,male,14-01-1943,Canada,Montreal,9/30/2011,USA,New York NY,Rockefeller University,USA,New York NY
2011,medicine,for their discoveries concerning the activation of innate immunity,4,862,Jules A. Hoffmann,male,2/8/1941,Luxembourg,Echternach,0000-00-00,,,University of Strasbourg,France,Strasbourg
2011,medicine,for their discoveries concerning the activation of innate immunity,4,861,Bruce A. Beutler,male,29-12-1957,USA,Chicago IL,0000-00-00,,,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX
2010,economics,for their analysis of markets with search frictions,3,858,Christopher A. Pissarides,male,20-02-1948,Cyprus,Nicosia,0000-00-00,,,London School of Economics and Political Science,United Kingdom,London
2010,economics,for their analysis of markets with search frictions,3,857,Dale T. Mortensen,male,2/2/1939,USA,Enterprise OR,1/9/2014,USA,Wilmette IL,Northwestern University,USA,Evanston IL
2010,economics,for their analysis of markets with search frictions,3,856,Peter A. Diamond,male,29-04-1940,USA,New York NY,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
2010,peace,for his long and non-violent struggle for fundamental human rights in China,1,855,Xiaobo Liu,male,28-12-1955,China,Changchun,7/13/2017,China,Shenyang,,,
2010,literature,for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat,1,854,Mario Vargas Llosa,male,28-03-1936,Peru,Arequipa,0000-00-00,,,,,
2010,chemistry,for palladium-catalyzed cross couplings in organic synthesis,3,853,Akira Suzuki,male,12/9/1930,Japan,Mukawa,0000-00-00,,,Hokkaido University,Japan,Sapporo
2010,chemistry,for palladium-catalyzed cross couplings in organic synthesis,3,852,Ei-ichi Negishi,male,14-07-1935,China,Changchun,6/6/2021,USA,Indianapolis IN,Purdue University,USA,West Lafayette IN
2010,chemistry,for palladium-catalyzed cross couplings in organic synthesis,3,851,Richard F. Heck,male,15-08-1931,USA,Springfield MA,10/9/2015,Philippines,Manila,University of Delaware,USA,
2010,physics,for groundbreaking experiments regarding the two-dimensional material graphene,2,850,Konstantin Novoselov,male,23-08-1974,Russia,Nizhny Tagil,0000-00-00,,,University of Manchester,United Kingdom,Manchester
2010,physics,for groundbreaking experiments regarding the two-dimensional material graphene,2,849,Andre Geim,male,21-10-1958,Russia,Sochi,0000-00-00,,,University of Manchester,United Kingdom,Manchester
2010,medicine,for the development of in vitro fertilization,1,848,Robert G. Edwards,male,27-09-1925,United Kingdom,Batley,4/10/2013,United Kingdom,Cambridge,University of Cambridge,United Kingdom,Cambridge
2009,literature,who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed,1,844,Herta Muller,female,17-08-1953,Romania,Nitzkydorf Banat,0000-00-00,,,,,
2009,economics,for his analysis of economic governance especially the boundaries of the firm,2,847,Oliver E. Williamson,male,27-09-1932,USA,Superior WI,0000-00-00,,,University of California,USA,Berkeley CA
2009,economics,for her analysis of economic governance especially the commons,2,846,Elinor Ostrom,female,7/8/1933,USA,Los Angeles CA,6/12/2012,USA,Bloomington IN,Indiana University,USA,Bloomington IN
2009,peace,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,1,845,Barack Obama,male,4/8/1961,USA,Honolulu HI,0000-00-00,,,,,
2009,chemistry,for studies of the structure and function of the ribosome,3,843,Ada E. Yonath,female,22-06-1939,Israel,Jerusalem,0000-00-00,,,Weizmann Institute of Science,Israel,Rehovot
2009,chemistry,for studies of the structure and function of the ribosome,3,842,Thomas A. Steitz,male,23-08-1940,USA,Milwaukee WI,8/23/2018,USA,Branford CT,Yale University,USA,New Haven CT
2009,chemistry,for studies of the structure and function of the ribosome,3,841,Venkatraman Ramakrishnan,male,1952-00-00,India,Chidambaram Tamil Nadu,0000-00-00,,,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge
2009,physics,for the invention of an imaging semiconductor circuit - the CCD sensor,4,840,George E. Smith,male,10/5/1930,USA,White Plains NY,0000-00-00,,,Bell Laboratories,USA,Murray Hill NJ
2009,physics,for the invention of an imaging semiconductor circuit - the CCD sensor,4,839,Willard S. Boyle,male,19-08-1924,Canada,Amherst NS,5/7/2011,Canada,Truro NS,Bell Laboratories,USA,Murray Hill NJ
2009,physics,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,2,838,Charles K. Kao,male,4/11/1933,China,Shanghai,9/23/2018,,Hong Kong,Standard Telecommunication Laboratories,United Kingdom,Harlow
2009,medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,3,837,Jack W. Szostak,male,9/11/1952,United Kingdom,London,0000-00-00,,,Harvard Medical School,USA,Boston MA
2009,medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,3,836,Carol W. Greider,female,15-04-1961,USA,San Diego CA,0000-00-00,,,Johns Hopkins University School of Medicine,USA,Baltimore MD
2009,medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,3,835,Elizabeth H. Blackburn,female,26-11-1948,Australia,Hobart Tasmania,0000-00-00,,,University of California,USA,San Francisco CA
2008,economics,for his analysis of trade patterns and location of economic activity,1,834,Paul Krugman,male,28-02-1953,USA,New York NY,0000-00-00,,,Princeton University,USA,Princeton NJ
2008,peace,for his important efforts on several continents and over more than three decades to resolve international conflicts,1,833,Martti Ahtisaari,male,23-06-1937,Finland,Vyborg,0000-00-00,,,,,
2008,literature,author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization,1,832,Jean Marie Gustave Le Clezio,male,13-04-1940,France,Nice,0000-00-00,,,,,
2008,chemistry,for the discovery and development of the green fluorescent protein GFP,3,831,Roger Y. Tsien,male,1/2/1952,USA,New York NY,8/24/2016,USA,Eugene OR,University of California,USA,San Diego CA
2008,chemistry,for the discovery and development of the green fluorescent protein GFP,3,830,Martin Chalfie,male,15-01-1947,USA,Chicago IL,0000-00-00,,,Columbia University,USA,New York NY
2008,chemistry,for the discovery and development of the green fluorescent protein GFP,3,829,Osamu Shimomura,male,27-08-1928,Japan,Kyoto,10/19/2018,Japan,Nagasaki,Marine Biological Laboratory (MBL),USA,Woods Hole MA
2008,physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,4,828,Toshihide Maskawa,male,7/2/1940,Japan,Nagoya,7/23/2021,Japan,Kyoto,Kyoto Sangyo University,Japan,Kyoto
2008,physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,4,827,Makoto Kobayashi,male,7/4/1944,Japan,Nagoya,0000-00-00,,,High Energy Accelerator Research Organization (KEK),Japan,Tsukuba
2008,physics,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,2,826,Yoichiro Nambu,male,18-01-1921,Japan,Tokyo,7/5/2015,Japan,Osaka,Enrico Fermi Institute University of Chicago,USA,Chicago IL
2008,medicine,for their discovery of human immunodeficiency virus,4,825,Luc Montagnier,male,18-08-1932,France,Chabris,2/8/2022,France,Paris,World Foundation for AIDS Research and Prevention,France,Paris
2008,medicine,for their discovery of human immunodeficiency virus,4,824,Franoise Barr-Sinoussi,female,30-07-1947,France,Paris,0000-00-00,,,Regulation of Retroviral Infections Unit Virology Department Institut Pasteur,France,Paris
2008,medicine,for his discovery of human papilloma viruses causing cervical cancer,2,823,Harald zur Hausen,male,11/3/1936,Germany,Gelsenkirchen,5/28/2023,Germany,Heidelberg,German Cancer Research Center,Germany,Heidelberg
2007,physics,for the discovery of Giant Magnetoresistance,2,815,Peter Grnberg,male,18-05-1939,Czech Republic,Plzen,4/9/2018,Germany,Julich,Forschungszentrum Julich,Germany,Julich
2007,physics,for the discovery of Giant Magnetoresistance,2,814,Albert Fert,male,7/3/1938,France,Carcassonne,0000-00-00,,,Paris-Sud University,France,Orsay
2007,economics,for having laid the foundations of mechanism design theory,3,822,Roger B. Myerson,male,29-03-1951,USA,Boston MA,0000-00-00,,,University of Chicago,USA,Chicago IL
2007,economics,for having laid the foundations of mechanism design theory,3,821,Eric S. Maskin,male,12/12/1950,USA,New York NY,0000-00-00,,,Institute for Advanced Study,USA,Princeton NJ
2007,economics,for having laid the foundations of mechanism design theory,3,820,Leonid Hurwicz,male,21-08-1917,Russia,Moscow,6/24/2008,USA,Minneapolis MN,University of Minnesota,USA,Minneapolis MN
2007,peace,for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change,2,819,Al Gore,male,31-03-1948,USA,Washington D.C.,0000-00-00,,,,,
2007,peace,for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change,2,818,Intergovernmental Panel on Climate Change ,org,1988-00-00,,,,,,,,
2007,literature,that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny,1,817,Doris Lessing,female,22-10-1919,Iran,Kermanshah,11/17/2013,United Kingdom,London,,,
2007,chemistry,for his studies of chemical processes on solid surfaces,1,816,Gerhard Ertl,male,10/10/1936,Germany,Bad Cannstatt,0000-00-00,,,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Germany,Berlin
2007,medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,3,813,Oliver Smithies,male,23-06-1925,United Kingdom,Halifax,1/10/2017,USA,Chapel Hill NC,University of North Carolina,USA,Chapel Hill NC
2007,medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,3,812,Sir Martin J. Evans,male,1/1/1941,United Kingdom,Stroud,0000-00-00,,,Cardiff University,United Kingdom,Cardiff
2007,medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,3,811,Mario R. Capecchi,male,6/10/1937,Italy,Verona,0000-00-00,,,University of Utah,USA,Salt Lake City UT
2006,peace,for their efforts to create economic and social development from below,2,810,Grameen Bank ,org,1976-00-00,,,,,,,,
2006,peace,for their efforts to create economic and social development from below,2,809,Muhammad Yunus,male,28-06-1940,Bangladesh,Chittagong,0000-00-00,,,,,
2006,literature,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures,1,808,Orhan Pamuk,male,7/6/1952,Turkey,Istanbul,0000-00-00,,,,,
2006,economics,for his analysis of intertemporal tradeoffs in macroeconomic policy,1,807,Edmund S. Phelps,male,26-07-1933,USA,Evanston IL,0000-00-00,,,Columbia University,USA,New York NY
2006,chemistry,for his studies of the molecular basis of eukaryotic transcription,1,806,Roger D. Kornberg,male,24-04-1947,USA,St. Louis MO,0000-00-00,,,Stanford University,USA,Stanford CA
2006,physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,2,805,George F. Smoot,male,20-02-1945,USA,Yukon FL,0000-00-00,,,University of California,USA,Berkeley CA
2006,physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,2,804,John C. Mather,male,7/8/1946,USA,Roanoke VA,0000-00-00,,,NASA Goddard Space Flight Center,USA,Greenbelt MD
